grade,lessonId,cardId,subject,lessonTitle,text,profile,expectedObjectKey,expectedR2Url
2,490,2197,english,Yummy Lunch!,Lunch Time!. Đồ ăn trưa bằng tiếng Anh!,en-v1,audio/tts/assets/en-v1/lesson-card-2197.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2197.mp3
2,490,2198,english,Yummy Lunch!,Đồ ăn trưa. Rice bằng cơm Chicken bằng thịt gà Soup bằng canh Fish bằng cá,en-v1,audio/tts/assets/en-v1/lesson-card-2198.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2198.mp3
2,490,2199,english,Yummy Lunch!,Bữa trưa. I eat rice and chicken for lunch. I like soup. It is hot!,en-v1,audio/tts/assets/en-v1/lesson-card-2199.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2199.mp3
2,490,2200,english,Yummy Lunch!,"Mẹo nhớ. Khi ăn trưa: ""I eat rice. I eat chicken.""",en-v1,audio/tts/assets/en-v1/lesson-card-2200.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2200.mp3
2,491,2201,english,Drinks & Snacks,Drinks & Snacks!. Đồ uống và bữa phụ!,en-v1,audio/tts/assets/en-v1/lesson-card-2201.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2201.mp3
2,491,2202,english,Drinks & Snacks,Đồ uống & bánh. Water bằng nước Juice bằng nước ép Cake bằng bánh Candy bằng kẹo Cookie bằng bánh quy,en-v1,audio/tts/assets/en-v1/lesson-card-2202.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2202.mp3
2,491,2203,english,Drinks & Snacks,"Do you want...?. Do you want water or juice? I want juice, please! Can I have a cookie?",en-v1,audio/tts/assets/en-v1/lesson-card-2203.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2203.mp3
2,491,2204,english,Drinks & Snacks,"Mẹo nhớ. Nói ""Water, please!"" khi muốn uống nước!",en-v1,audio/tts/assets/en-v1/lesson-card-2204.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2204.mp3
2,492,2205,english,I Like / I Don't Like,I Like...! ️. Nói về sở thích ăn uống!,en-v1,audio/tts/assets/en-v1/lesson-card-2205.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2205.mp3
2,492,2206,english,I Like / I Don't Like,Like & Don't like. I like rice. bằng Em thích cơm. I don't like fish. bằng Em không thích cá. Do you like milk? bằng Bạn thích sữa không?,en-v1,audio/tts/assets/en-v1/lesson-card-2206.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2206.mp3
2,492,2207,english,I Like / I Don't Like,Nói về mình. I like chicken. ️ I like juice. ️ I don't like soup.,en-v1,audio/tts/assets/en-v1/lesson-card-2207.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2207.mp3
2,492,2208,english,I Like / I Don't Like,"Mẹo nhớ. LIKE bằng thích. DON'T LIKE bằng không thích. Hỏi bạn: ""Do you like...?""",en-v1,audio/tts/assets/en-v1/lesson-card-2208.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2208.mp3
2,493,2209,english,What's the Weather?,Weather! ️ ️. Thời tiết hôm nay thế nào?,en-v1,audio/tts/assets/en-v1/lesson-card-2209.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2209.mp3
2,493,2210,english,What's the Weather?,Từ vựng thời tiết. Sunny bằng nắng ️ Rainy bằng mưa ️ Cloudy bằng nhiều mây ️ Windy bằng có gió,en-v1,audio/tts/assets/en-v1/lesson-card-2210.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2210.mp3
2,493,2211,english,What's the Weather?,Today's weather. What's the weather today? It's sunny! ️ It's rainy. I need an umbrella! ️,en-v1,audio/tts/assets/en-v1/lesson-card-2211.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2211.mp3
2,493,2212,english,What's the Weather?,"Mẹo nhớ. Mỗi sáng nhìn ra cửa sổ: ""It's sunny chia rainy chia cloudy today!""",en-v1,audio/tts/assets/en-v1/lesson-card-2212.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2212.mp3
2,494,2213,english,Hot & Cold,Hot & Cold! ️. Nóng và lạnh!,en-v1,audio/tts/assets/en-v1/lesson-card-2213.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2213.mp3
2,494,2214,english,Hot & Cold,Nhiệt độ. Hot bằng nóng Cold bằng lạnh ️ Warm bằng ấm Cool bằng mát,en-v1,audio/tts/assets/en-v1/lesson-card-2214.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2214.mp3
2,494,2215,english,Hot & Cold,Cảm nhận. It's hot today! It's cold! I need a jacket! The water is warm.,en-v1,audio/tts/assets/en-v1/lesson-card-2215.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2215.mp3
2,494,2216,english,Hot & Cold,"Mẹo nhớ. Sờ nước: ""It's hot!"" hoặc ""It's cold!"" ️",en-v1,audio/tts/assets/en-v1/lesson-card-2216.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2216.mp3
2,495,2217,english,My Clothes,My Clothes!. Tên quần áo bằng tiếng Anh!,en-v1,audio/tts/assets/en-v1/lesson-card-2217.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2217.mp3
2,495,2218,english,My Clothes,Quần áo. Shirt bằng áo Pants bằng quần Shoes bằng giày Hat bằng mũ Dress bằng váy Jacket bằng áo khoác,en-v1,audio/tts/assets/en-v1/lesson-card-2218.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2218.mp3
2,495,2219,english,My Clothes,I wear.... I wear a blue shirt. I wear black pants. I wear white shoes.,en-v1,audio/tts/assets/en-v1/lesson-card-2219.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2219.mp3
2,495,2220,english,My Clothes,"Mẹo nhớ. Khi thay đồ: ""I wear my shirt, pants, and shoes!""",en-v1,audio/tts/assets/en-v1/lesson-card-2220.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2220.mp3
2,496,2221,english,Getting Dressed,Getting Dressed!. Mặc đồ phù hợp thời tiết!,en-v1,audio/tts/assets/en-v1/lesson-card-2221.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2221.mp3
2,496,2222,english,Getting Dressed,"Thời tiết → Quần áo. Sunny → T-shirt, hat ️ Rainy → Jacket, boots ️ Cold → Sweater, scarf ️",en-v1,audio/tts/assets/en-v1/lesson-card-2222.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2222.mp3
2,496,2223,english,Getting Dressed,What should I wear?. It's cold! → Wear a jacket! It's sunny! → Wear a hat! It's rainy! → Wear boots!,en-v1,audio/tts/assets/en-v1/lesson-card-2223.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2223.mp3
2,496,2224,english,Getting Dressed,"Mẹo nhớ. Mỗi sáng hỏi: ""What's the weather?"" rồi chọn đồ!",en-v1,audio/tts/assets/en-v1/lesson-card-2224.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2224.mp3
2,497,2225,english,Good Morning Routine,Morning! ️. Buổi sáng của em!,en-v1,audio/tts/assets/en-v1/lesson-card-2225.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2225.mp3
2,497,2226,english,Good Morning Routine,Thói quen sáng. Wake up bằng Thức dậy Brush teeth bằng Đánh răng Wash face bằng Rửa mặt Eat breakfast bằng Ăn sáng,en-v1,audio/tts/assets/en-v1/lesson-card-2226.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2226.mp3
2,497,2227,english,Good Morning Routine,My morning. I wake up at 6 chia 30. I brush my teeth. I wash my face. I eat breakfast.,en-v1,audio/tts/assets/en-v1/lesson-card-2227.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2227.mp3
2,497,2228,english,Good Morning Routine,"Mẹo nhớ. Mỗi sáng nói: ""I wake up! I brush my teeth!""",en-v1,audio/tts/assets/en-v1/lesson-card-2228.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2228.mp3
2,498,2229,english,At School,At School!. Hoạt động ở trường!,en-v1,audio/tts/assets/en-v1/lesson-card-2229.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2229.mp3
2,498,2230,english,At School,Ở trường em.... Study bằng Học bài Read bằng Đọc sách Write bằng Viết bài ️ Play bằng Chơi ️,en-v1,audio/tts/assets/en-v1/lesson-card-2230.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2230.mp3
2,498,2231,english,At School,My school day. I study math. I read a book. I play with friends. ️,en-v1,audio/tts/assets/en-v1/lesson-card-2231.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2231.mp3
2,498,2232,english,At School,"Mẹo nhớ. Kể cho bố mẹ: ""I study, read, and play at school!""",en-v1,audio/tts/assets/en-v1/lesson-card-2232.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2232.mp3
2,499,2233,english,Evening Fun,Evening Time!. Buổi tối vui!,en-v1,audio/tts/assets/en-v1/lesson-card-2233.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2233.mp3
2,499,2234,english,Evening Fun,Hoạt động tối. Watch TV bằng Xem TV Play games bằng Chơi game Read a book bằng Đọc sách Go to sleep bằng Đi ngủ,en-v1,audio/tts/assets/en-v1/lesson-card-2234.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2234.mp3
2,499,2235,english,Evening Fun,My evening. I watch TV. I play with my toys. I read a book. Good night!,en-v1,audio/tts/assets/en-v1/lesson-card-2235.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2235.mp3
2,499,2236,english,Evening Fun,"Mẹo nhớ. Trước khi ngủ: ""Good night, Mom! Good night, Dad!""",en-v1,audio/tts/assets/en-v1/lesson-card-2236.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2236.mp3
2,500,2237,english,Review: My English World!,Review Lớp 2!. Ôn tập tất cả kiến thức Lớp 2!,en-v1,audio/tts/assets/en-v1/lesson-card-2237.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2237.mp3
2,500,2238,english,Review: My English World!,Em đã học. Trường học & Đồ dùng Cơ thể & Cảm xúc Đồ ăn & Thức uống Thời tiết & Quần áo Sinh hoạt hàng ngày,en-v1,audio/tts/assets/en-v1/lesson-card-2238.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2238.mp3
2,500,2239,english,Review: My English World!,Quick Review. What is this? → It's a pen. How do you feel? → I'm happy! What's the weather? → It's sunny!,en-v1,audio/tts/assets/en-v1/lesson-card-2239.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2239.mp3
2,500,2240,english,Review: My English World!,Mẹo nhớ. Em giỏi lắm! Tiếp tục nói tiếng Anh mỗi ngày!,en-v1,audio/tts/assets/en-v1/lesson-card-2240.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-2240.mp3
2,20416,52541,english,Have / Has,"Giới thiệu: Have chia Has. I have, she has",en-v1,audio/tts/assets/en-v1/lesson-card-52541.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52541.mp3
2,20416,52542,english,Have / Has,Bài giảng: Have chia Has. Use have and has,en-v1,audio/tts/assets/en-v1/lesson-card-52542.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52542.mp3
2,20416,52543,english,Have / Has,"Ví dụ: Have chia Has. I → have, She → has!",en-v1,audio/tts/assets/en-v1/lesson-card-52543.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52543.mp3
2,20416,52544,english,Have / Has,"Mẹo nhớ: Have chia Has. I → have, She → has!",en-v1,audio/tts/assets/en-v1/lesson-card-52544.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52544.mp3
2,20417,52545,english,Can — I can swim!,"Giới thiệu: Can - I can swim!. I can, I cannot",en-v1,audio/tts/assets/en-v1/lesson-card-52545.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52545.mp3
2,20417,52546,english,Can — I can swim!,Bài giảng: Can - I can swim!. Express ability,en-v1,audio/tts/assets/en-v1/lesson-card-52546.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52546.mp3
2,20417,52547,english,Can — I can swim!,Ví dụ: Can - I can swim!. Can you jump?,en-v1,audio/tts/assets/en-v1/lesson-card-52547.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52547.mp3
2,20417,52548,english,Can — I can swim!,Mẹo nhớ: Can - I can swim!. Can you jump?,en-v1,audio/tts/assets/en-v1/lesson-card-52548.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52548.mp3
2,20418,52549,english,Rooms in a House,"Giới thiệu: Rooms in a House. Living room, bedroom, kitchen",en-v1,audio/tts/assets/en-v1/lesson-card-52549.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52549.mp3
2,20418,52550,english,Rooms in a House,Bài giảng: Rooms in a House. Learn room names,en-v1,audio/tts/assets/en-v1/lesson-card-52550.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52550.mp3
2,20418,52551,english,Rooms in a House,Ví dụ: Rooms in a House. This is the kitchen!,en-v1,audio/tts/assets/en-v1/lesson-card-52551.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52551.mp3
2,20418,52552,english,Rooms in a House,Mẹo nhớ: Rooms in a House. This is the kitchen!,en-v1,audio/tts/assets/en-v1/lesson-card-52552.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52552.mp3
2,20419,52553,english,Furniture — Nội thất,"Giới thiệu: Furniture - Nội thất. Table, chair, bed, lamp",en-v1,audio/tts/assets/en-v1/lesson-card-52553.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52553.mp3
2,20419,52554,english,Furniture — Nội thất,Bài giảng: Furniture - Nội thất. Household items,en-v1,audio/tts/assets/en-v1/lesson-card-52554.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52554.mp3
2,20419,52555,english,Furniture — Nội thất,Ví dụ: Furniture - Nội thất. The lamp is on the table!,en-v1,audio/tts/assets/en-v1/lesson-card-52555.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52555.mp3
2,20419,52556,english,Furniture — Nội thất,Mẹo nhớ: Furniture - Nội thất. The lamp is on the table!,en-v1,audio/tts/assets/en-v1/lesson-card-52556.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52556.mp3
2,20420,52557,english,What time is it?,Giới thiệu: What time is it?. It is 7 o'clock,en-v1,audio/tts/assets/en-v1/lesson-card-52557.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52557.mp3
2,20420,52558,english,What time is it?,Bài giảng: What time is it?. Tell the time,en-v1,audio/tts/assets/en-v1/lesson-card-52558.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52558.mp3
2,20420,52559,english,What time is it?,Ví dụ: What time is it?. Look at the clock!,en-v1,audio/tts/assets/en-v1/lesson-card-52559.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52559.mp3
2,20420,52560,english,What time is it?,Mẹo nhớ: What time is it?. Look at the clock!,en-v1,audio/tts/assets/en-v1/lesson-card-52560.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52560.mp3
2,20421,52561,english,Daily Routine,"Giới thiệu: Daily Routine. Wake up, eat breakfast, go to school",en-v1,audio/tts/assets/en-v1/lesson-card-52561.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52561.mp3
2,20421,52562,english,Daily Routine,Bài giảng: Daily Routine. Describe daily activities,en-v1,audio/tts/assets/en-v1/lesson-card-52562.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52562.mp3
2,20421,52563,english,Daily Routine,Ví dụ: Daily Routine. I wake up at 6!,en-v1,audio/tts/assets/en-v1/lesson-card-52563.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52563.mp3
2,20421,52564,english,Daily Routine,Mẹo nhớ: Daily Routine. I wake up at 6!,en-v1,audio/tts/assets/en-v1/lesson-card-52564.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52564.mp3
2,20422,52565,english,Places — Địa điểm,"Giới thiệu: Places - Địa điểm. School, park, hospital, market",en-v1,audio/tts/assets/en-v1/lesson-card-52565.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52565.mp3
2,20422,52566,english,Places — Địa điểm,Bài giảng: Places - Địa điểm. Learn place names,en-v1,audio/tts/assets/en-v1/lesson-card-52566.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52566.mp3
2,20422,52567,english,Places — Địa điểm,Ví dụ: Places - Địa điểm. Let us go to the park!,en-v1,audio/tts/assets/en-v1/lesson-card-52567.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52567.mp3
2,20422,52568,english,Places — Địa điểm,Mẹo nhớ: Places - Địa điểm. Let us go to the park!,en-v1,audio/tts/assets/en-v1/lesson-card-52568.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52568.mp3
2,20423,52569,english,Left and Right,"Giới thiệu: Left and Right. Turn left, turn right, go straight",en-v1,audio/tts/assets/en-v1/lesson-card-52569.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52569.mp3
2,20423,52570,english,Left and Right,Bài giảng: Left and Right. Give simple directions,en-v1,audio/tts/assets/en-v1/lesson-card-52570.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52570.mp3
2,20423,52571,english,Left and Right,Ví dụ: Left and Right. Go straight!,en-v1,audio/tts/assets/en-v1/lesson-card-52571.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52571.mp3
2,20423,52572,english,Left and Right,Mẹo nhớ: Left and Right. Go straight!,en-v1,audio/tts/assets/en-v1/lesson-card-52572.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52572.mp3
2,20424,52573,english,Hobbies — sở thích,"Giới thiệu: Hobbies - sở thích. I like drawing, singing",en-v1,audio/tts/assets/en-v1/lesson-card-52573.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52573.mp3
2,20424,52574,english,Hobbies — sở thích,Bài giảng: Hobbies - sở thích. Express hobbies,en-v1,audio/tts/assets/en-v1/lesson-card-52574.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52574.mp3
2,20424,52575,english,Hobbies — sở thích,Ví dụ: Hobbies - sở thích. What do you like?,en-v1,audio/tts/assets/en-v1/lesson-card-52575.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52575.mp3
2,20424,52576,english,Hobbies — sở thích,Mẹo nhớ: Hobbies - sở thích. What do you like?,en-v1,audio/tts/assets/en-v1/lesson-card-52576.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52576.mp3
2,20425,52577,english,Sports — Thể thao,"Giới thiệu: Sports - Thể thao. Football, swimming, running",en-v1,audio/tts/assets/en-v1/lesson-card-52577.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52577.mp3
2,20425,52578,english,Sports — Thể thao,Bài giảng: Sports - Thể thao. Learn sports vocabulary,en-v1,audio/tts/assets/en-v1/lesson-card-52578.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52578.mp3
2,20425,52579,english,Sports — Thể thao,Ví dụ: Sports - Thể thao. I like football!,en-v1,audio/tts/assets/en-v1/lesson-card-52579.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52579.mp3
2,20425,52580,english,Sports — Thể thao,Mẹo nhớ: Sports - Thể thao. I like football!,en-v1,audio/tts/assets/en-v1/lesson-card-52580.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52580.mp3
2,20426,52581,english,Months of the Year,Giới thiệu: Months of the Year. January to December,en-v1,audio/tts/assets/en-v1/lesson-card-52581.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52581.mp3
2,20426,52582,english,Months of the Year,Bài giảng: Months of the Year. 12 tháng,en-v1,audio/tts/assets/en-v1/lesson-card-52582.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52582.mp3
2,20426,52583,english,Months of the Year,Ví dụ: Months of the Year. There are 12 months!,en-v1,audio/tts/assets/en-v1/lesson-card-52583.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52583.mp3
2,20426,52584,english,Months of the Year,Mẹo nhớ: Months of the Year. There are 12 months!,en-v1,audio/tts/assets/en-v1/lesson-card-52584.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52584.mp3
2,20427,52585,english,Seasons — Mùa,"Giới thiệu: Seasons - Mùa. Spring, summer, autumn, winter",en-v1,audio/tts/assets/en-v1/lesson-card-52585.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52585.mp3
2,20427,52586,english,Seasons — Mùa,Bài giảng: Seasons - Mùa. Four seasons,en-v1,audio/tts/assets/en-v1/lesson-card-52586.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52586.mp3
2,20427,52587,english,Seasons — Mùa,Ví dụ: Seasons - Mùa. I love summer!,en-v1,audio/tts/assets/en-v1/lesson-card-52587.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52587.mp3
2,20427,52588,english,Seasons — Mùa,Mẹo nhớ: Seasons - Mùa. I love summer!,en-v1,audio/tts/assets/en-v1/lesson-card-52588.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52588.mp3
2,20428,52589,english,Simple Shopping,Giới thiệu: Simple Shopping. How much is this?,en-v1,audio/tts/assets/en-v1/lesson-card-52589.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52589.mp3
2,20428,52590,english,Simple Shopping,Bài giảng: Simple Shopping. Buy and sell dialogue,en-v1,audio/tts/assets/en-v1/lesson-card-52590.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52590.mp3
2,20428,52591,english,Simple Shopping,Ví dụ: Simple Shopping. Use please and thank you!,en-v1,audio/tts/assets/en-v1/lesson-card-52591.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52591.mp3
2,20428,52592,english,Simple Shopping,Mẹo nhớ: Simple Shopping. Use please and thank you!,en-v1,audio/tts/assets/en-v1/lesson-card-52592.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52592.mp3
2,20429,52593,english,Review HK1 English 2,"Giới thiệu: Review HK1 English 2. Review vocabulary, grammar",en-v1,audio/tts/assets/en-v1/lesson-card-52593.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52593.mp3
2,20429,52594,english,Review HK1 English 2,Bài giảng: Review HK1 English 2. Review first half,en-v1,audio/tts/assets/en-v1/lesson-card-52594.mp3,https://pub-e3dfe5c479f44fbc906aae6c475603db.r2.dev/audio/tts/assets/en-v1/lesson-card-52594.mp3
